symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2018-08-09 00:00:00+00:00,208.88,209.78,207.2,207.28,23492626,50.0466674799,50.2623032551,49.6441473661,49.6633149905,93970504,0.0,1.0
AAPL,2018-08-10 00:00:00+00:00,207.53,209.1,206.67,207.36,24611202,49.8981183902,50.2756062034,49.6913416263,49.8572439137,98444808,0.73,1.0
AAPL,2018-08-13 00:00:00+00:00,208.87,210.95,207.7,207.7,25890880,50.220305441,50.720416684,49.9389928668,49.9389928668,103563520,0.0,1.0
AAPL,2018-08-14 00:00:00+00:00,209.75,210.56,208.26,210.16,20748010,50.4318909669,50.6266458259,50.0736382015,50.5304705869,82992040,0.0,1.0
AAPL,2018-08-15 00:00:00+00:00,210.24,210.74,208.33,209.22,28807564,50.5497056347,50.6699246835,50.0904688683,50.3044587752,115230256,0.0,1.0
AAPL,2018-08-16 00:00:00+00:00,213.32,213.81,211.47,211.75,28500367,51.2902549752,51.408069643,50.8454444947,50.912767162,114001468,0.0,1.0
AAPL,2018-08-17 00:00:00+00:00,217.58,217.95,213.16,213.44,35426997,52.3145212709,52.403483367,51.2517848796,51.3191075469,141707988,0.0,1.0
AAPL,2018-08-20 00:00:00+00:00,215.46,219.18,215.11,218.1,30287695,51.804792504,52.699222227,51.7206391699,52.4395490816,121150780,0.0,1.0
AAPL,2018-08-21 00:00:00+00:00,215.04,217.19,214.03,216.8,26159755,51.7038085031,52.2207504128,51.4609660245,52.1269795548,104639020,0.0,1.0
AAPL,2018-08-22 00:00:00+00:00,215.05,216.36,213.84,214.1,19018131,51.706212884,52.0211867919,51.415282786,51.4777966913,76072524,0.0,1.0
AAPL,2018-08-23 00:00:00+00:00,215.49,217.05,214.6,214.65,18883224,51.812005647,52.1870890792,51.5980157401,51.610037645,75532896,0.0,1.0
AAPL,2018-08-24 00:00:00+00:00,216.16,216.9,215.11,216.6,18476356,51.9730991723,52.1510233645,51.7206391699,52.0788919353,73905424,0.0,1.0
AAPL,2018-08-27 00:00:00+00:00,217.94,218.74,216.33,217.15,20525117,52.401078986,52.5934294641,52.0139736489,52.2111328889,82100468,0.0,1.0
AAPL,2018-08-28 00:00:00+00:00,219.7,220.54,218.92,219.01,22776766,52.8242500378,53.0262180397,52.6367083217,52.6583477504,91107064,0.0,1.0
AAPL,2018-08-29 00:00:00+00:00,222.98,223.49,219.41,220.15,27254804,53.6128869978,53.7355104276,52.7545229895,52.9324471817,109019216,0.0,1.0
AAPL,2018-08-30 00:00:00+00:00,225.03,228.26,222.4,223.25,48793824,54.1057850979,54.882400153,53.4734329012,53.6778052842,195175296,0.0,1.0
AAPL,2018-08-31 00:00:00+00:00,227.63,228.87,226.0,226.51,43340134,54.7309241516,55.0290673925,54.3390100525,54.4616334823,173360536,0.0,1.0
AAPL,2018-09-04 00:00:00+00:00,228.36,229.18,226.63,228.41,27390132,54.9064439628,55.1036032028,54.490486054,54.9184658677,109560528,0.0,1.0
AAPL,2018-09-05 00:00:00+00:00,226.87,229.67,225.1,228.99,33332960,54.5481911974,55.2214178706,54.1226157647,55.0579199643,133331840,0.0,1.0
AAPL,2018-09-06 00:00:00+00:00,223.1,227.35,221.3,226.23,34289976,53.6417395695,54.6636014842,53.2089509939,54.3943108149,137159904,0.0,1.0
AAPL,2018-09-07 00:00:00+00:00,221.3,225.37,220.71,221.85,37619810,53.2089509939,54.187534051,53.0670925163,53.3411919476,150479240,0.0,1.0
AAPL,2018-09-10 00:00:00+00:00,218.33,221.85,216.47,220.95,39516453,52.4948498441,53.3411919476,52.0476349826,53.1247976597,158065812,0.0,1.0
AAPL,2018-09-11 00:00:00+00:00,223.85,224.3,216.56,218.01,35749049,53.8220681427,53.9302652866,52.0692744114,52.4179096529,142996196,0.0,1.0
AAPL,2018-09-12 00:00:00+00:00,221.07,225.0,219.84,224.94,49278740,53.1536502314,54.0985719549,52.8579113714,54.0841456691,197114960,0.0,1.0
AAPL,2018-09-13 00:00:00+00:00,226.41,228.35,222.57,223.52,41706377,54.4375896725,54.9040395818,53.5143073778,53.7427235705,166825508,0.0,1.0
AAPL,2018-09-14 00:00:00+00:00,223.84,226.84,222.52,225.75,31999289,53.8196637617,54.5409780545,53.5022854729,54.2789005281,127997156,0.0,1.0
AAPL,2018-09-17 00:00:00+00:00,217.88,222.95,217.27,222.15,37195133,52.3866527002,53.6056738549,52.2399854607,53.4133233768,148780532,0.0,1.0
AAPL,2018-09-18 00:00:00+00:00,218.24,221.85,217.12,217.79,31571712,52.4732104153,53.3411919476,52.203919746,52.3650132714,126286848,0.0,1.0
AAPL,2018-09-19 00:00:00+00:00,218.37,219.62,215.3,218.5,27123833,52.504467368,52.80501499,51.7663224084,52.5357243207,108495332,0.0,1.0
AAPL,2018-09-20 00:00:00+00:00,220.03,222.28,219.15,220.24,26608794,52.90359461,53.4445803295,52.6920090841,52.9540866105,106435176,0.0,1.0
AAPL,2018-09-21 00:00:00+00:00,217.66,221.36,217.29,220.78,96246748,52.3337563187,53.2233772797,52.2447942226,53.0839231831,384986992,0.0,1.0
AAPL,2018-09-24 00:00:00+00:00,220.79,221.26,216.63,216.82,27693358,53.0863275641,53.19933347,52.0861050782,52.1317883167,110773432,0.0,1.0
AAPL,2018-09-25 00:00:00+00:00,222.19,222.82,219.7,219.75,24554379,53.4229409007,53.5744169022,52.8242500378,52.8362719426,98217516,0.0,1.0
AAPL,2018-09-26 00:00:00+00:00,220.42,223.75,219.76,221.0,23984706,52.997365468,53.798024333,52.8386763236,53.1368195646,95938824,0.0,1.0
AAPL,2018-09-27 00:00:00+00:00,224.95,226.44,223.54,223.82,30181227,54.08655005,54.4448028154,53.7475323325,53.8148549998,120724908,0.0,1.0
AAPL,2018-09-28 00:00:00+00:00,225.74,225.84,224.02,224.79,22929364,54.2764961471,54.3005399569,53.8629426193,54.0480799544,91717456,0.0,1.0
AAPL,2018-10-01 00:00:00+00:00,227.26,229.42,226.35,227.95,23600802,54.6419620555,55.1613083462,54.4231633867,54.8078643428,94403208,0.0,1.0
AAPL,2018-10-02 00:00:00+00:00,229.28,230.0,226.63,227.25,24788170,55.1276470126,55.3007624428,54.490486054,54.6395576745,99152680,0.0,1.0
AAPL,2018-10-03 00:00:00+00:00,232.07,233.47,229.78,230.05,28654799,55.7984693048,56.1350826414,55.2478660613,55.3127843477,114619196,0.0,1.0
AAPL,2018-10-04 00:00:00+00:00,227.99,232.35,226.73,230.78,32042000,54.8174818667,55.8657919721,54.5145298637,55.4883041589,128168000,0.0,1.0
AAPL,2018-10-05 00:00:00+00:00,224.29,228.41,220.58,227.96,33580463,53.9278609056,54.9184658677,53.0358355636,54.8102687238,134321852,0.0,1.0
AAPL,2018-10-08 00:00:00+00:00,223.77,224.8,220.2,222.21,29663923,53.8028330949,54.0504843354,52.9444690866,53.4277496627,118655692,0.0,1.0
AAPL,2018-10-09 00:00:00+00:00,226.87,227.27,222.25,223.64,26891029,54.5481911974,54.6443664364,53.4373671866,53.7715761422,107564116,0.0,1.0
AAPL,2018-10-10 00:00:00+00:00,216.36,226.35,216.05,225.46,41990554,52.0211867919,54.4231633867,51.9466509816,54.2091734798,167962216,0.0,1.0
AAPL,2018-10-11 00:00:00+00:00,214.45,219.5,212.32,214.52,53124392,51.5619500255,52.7761624182,51.0498168776,51.5787806923,212497568,0.0,1.0
AAPL,2018-10-12 00:00:00+00:00,222.11,222.88,216.84,220.42,40337851,53.4037058529,53.5888431881,52.1365970787,52.997365468,161351404,0.0,1.0
AAPL,2018-10-15 00:00:00+00:00,217.36,221.83,217.27,221.16,30791007,52.2616248894,53.3363831856,52.2399854607,53.1752896602,123164028,0.0,1.0
AAPL,2018-10-16 00:00:00+00:00,222.15,222.99,216.76,218.93,29183963,53.4133233768,53.6152913788,52.1173620309,52.6391127026,116735852,0.0,1.0
AAPL,2018-10-17 00:00:00+00:00,221.19,222.64,219.34,222.3,22885397,53.1825028032,53.5311380446,52.7376923226,53.4493890915,91541588,0.0,1.0
AAPL,2018-10-18 00:00:00+00:00,216.02,219.74,213.0,217.86,32581315,51.9394378387,52.8338675617,51.213314784,52.3818439382,130325260,0.0,1.0
AAPL,2018-10-19 00:00:00+00:00,219.31,221.26,217.43,218.06,33078726,52.7304791797,53.19933347,52.2784555563,52.4299315577,132314904,0.0,1.0
AAPL,2018-10-22 00:00:00+00:00,220.65,223.36,218.94,219.79,28792082,53.0526662305,53.7042534749,52.6415170836,52.8458894665,115168328,0.0,1.0
AAPL,2018-10-23 00:00:00+00:00,222.73,223.25,214.7,215.83,38767846,53.5527774734,53.6778052842,51.6220595499,51.8937546001,155071384,0.0,1.0
AAPL,2018-10-24 00:00:00+00:00,215.09,224.23,214.54,222.6,40925163,51.7158304079,53.9134346198,51.5835894543,53.5215205207,163700652,0.0,1.0
AAPL,2018-10-25 00:00:00+00:00,219.8,221.38,216.75,217.71,29855768,52.8482938475,53.2281860417,52.1149576499,52.3457782236,119423072,0.0,1.0
AAPL,2018-10-26 00:00:00+00:00,216.3,220.19,212.67,215.9,47258375,52.006760506,52.9420647056,51.1339702118,51.910585267,189033500,0.0,1.0
AAPL,2018-10-29 00:00:00+00:00,212.24,219.69,206.09,219.19,45935520,51.0305818298,52.8218456568,49.5518875297,52.701626608,183742080,0.0,1.0
AAPL,2018-10-30 00:00:00+00:00,213.3,215.18,209.27,211.15,36659990,51.2854462133,51.7374698367,50.31648068,50.7685043035,146639960,0.0,1.0
AAPL,2018-10-31 00:00:00+00:00,218.86,220.45,216.62,216.88,38358933,52.6222820358,53.0045786109,52.0837006972,52.1462146026,153435732,0.0,1.0
AAPL,2018-11-01 00:00:00+00:00,222.22,222.36,216.81,219.05,58323180,53.4301540437,53.4638153773,52.1293839358,52.6679652743,233292720,0.0,1.0
AAPL,2018-11-02 00:00:00+00:00,207.48,213.65,205.43,209.55,91328654,49.8860964854,51.3695995474,49.3931983853,50.3838033474,365314616,0.0,1.0
AAPL,2018-11-05 00:00:00+00:00,201.59,204.39,198.17,204.3,66163669,48.4699160906,49.1431427639,47.6476177969,49.1215033351,264654676,0.0,1.0
AAPL,2018-11-06 00:00:00+00:00,203.77,204.72,201.69,201.92,31882881,48.9940711434,49.2224873361,48.4939599004,48.5492606628,127531524,0.0,1.0
AAPL,2018-11-07 00:00:00+00:00,209.95,210.06,204.13,205.97,33424434,50.4799785864,50.5064267771,49.0806288585,49.523034958,133697736,0.0,1.0
AAPL,2018-11-08 00:00:00+00:00,208.49,210.12,206.75,209.98,25362636,50.3044587752,50.6977451093,49.8846316455,50.6639659149,101450544,0.73,1.0
AAPL,2018-11-09 00:00:00+00:00,204.47,206.01,202.25,205.55,34365750,49.3345133376,49.7060844754,48.7988718273,49.595095694,137463000,0.0,1.0
AAPL,2018-11-12 00:00:00+00:00,194.17,199.85,193.79,199.0,51135518,46.8493297538,48.2197999243,46.7576433692,48.0147119586,204542072,0.0,1.0
AAPL,2018-11-13 00:00:00+00:00,192.23,197.18,191.45,191.63,46882936,46.3812466322,47.5755824322,46.1930482637,46.2364786564,187531744,0.0,1.0
AAPL,2018-11-14 00:00:00+00:00,186.8,194.48,185.93,193.9,60800957,45.0710964516,46.9241265413,44.8611828868,46.7841841647,243203828,0.0,1.0
AAPL,2018-11-15 00:00:00+00:00,191.41,191.97,186.9,188.39,46478801,46.1833970653,46.3185138427,45.0952244476,45.4547315874,185915204,0.0,1.0
AAPL,2018-11-16 00:00:00+00:00,193.53,194.97,189.46,190.5,36928253,46.6949105797,47.0423537215,45.7129011441,45.9638323021,147713012,0.0,1.0
AAPL,2018-11-19 00:00:00+00:00,185.86,190.7,184.99,190.0,41920872,44.8442932896,46.012088294,44.6343797248,45.8431923223,167683488,0.0,1.0
AAPL,2018-11-20 00:00:00+00:00,176.98,181.47,175.51,178.37,67825247,42.7017272484,43.785074267,42.3470457078,43.0371063923,271300988,0.0,1.0
AAPL,2018-11-21 00:00:00+00:00,176.78,180.27,176.55,179.73,31124210,42.6534712565,43.4955383155,42.5979768658,43.3652471373,124496840,0.0,1.0
AAPL,2018-11-23 00:00:00+00:00,172.29,176.595,172.1,174.94,23623972,41.570124238,42.608834464,41.5242810456,42.2095161309,94495888,0.0,1.0
AAPL,2018-11-26 00:00:00+00:00,174.62,174.95,170.26,174.24,44998520,42.1323065438,42.2119289305,41.08032592,42.0406201592,179994080,0.0,1.0
AAPL,2018-11-27 00:00:00+00:00,174.24,174.77,170.88,171.51,41387377,42.0406201592,42.1684985377,41.2299194949,41.3819258695,165549508,0.0,1.0
AAPL,2018-11-28 00:00:00+00:00,180.94,181.29,174.93,176.73,46062539,43.6571958884,43.7416438743,42.2071033313,42.6414072585,184250156,0.0,1.0
AAPL,2018-11-29 00:00:00+00:00,179.55,182.8,177.7,182.66,41769992,43.3218167446,44.1059766133,42.8754488193,44.0721974189,167079968,0.0,1.0
AAPL,2018-11-30 00:00:00+00:00,178.58,180.33,177.03,180.29,39531549,43.0877751838,43.5100151131,42.7137912464,43.5003639147,158126196,0.0,1.0
AAPL,2018-12-03 00:00:00+00:00,184.82,184.94,181.21,184.46,40798002,44.5933621316,44.6223157268,43.7223414775,44.5065013462,163192008,0.0,1.0
AAPL,2018-12-04 00:00:00+00:00,176.69,182.39,176.27,180.95,41344282,42.6317560602,44.0070518298,42.5304184771,43.659608688,165377128,0.0,1.0
AAPL,2018-12-06 00:00:00+00:00,174.72,174.78,170.42,171.76,43098410,42.1564345398,42.1709113373,41.1189307135,41.4422458594,172393640,0.0,1.0
AAPL,2018-12-07 00:00:00+00:00,168.49,174.49,168.3,173.49,42281631,40.6532603915,42.1009401491,40.6074171992,41.8596601895,169126524,0.0,1.0
AAPL,2018-12-10 00:00:00+00:00,169.6,170.09,163.33,165.0,62025994,40.9210811467,41.0393083269,39.4082558,39.8111933325,248103976,0.0,1.0
AAPL,2018-12-11 00:00:00+00:00,168.63,171.79,167.0,171.66,47281665,40.6870395859,41.4494842582,40.2937532517,41.4181178634,189126660,0.0,1.0
AAPL,2018-12-12 00:00:00+00:00,169.1,171.92,169.02,170.4,35627674,40.8004411669,41.4808506529,40.7811387701,41.1141051143,142510696,0.0,1.0
AAPL,2018-12-13 00:00:00+00:00,170.95,172.57,169.55,170.49,31897827,41.2468090921,41.6376826266,40.9090171487,41.1358203107,127591308,0.0,1.0
AAPL,2018-12-14 00:00:00+00:00,165.48,169.08,165.28,169.0,40703710,39.9270077131,40.7956155677,39.8787517212,40.7763131709,162814840,0.0,1.0
AAPL,2018-12-17 00:00:00+00:00,163.94,168.35,162.73,165.45,44287922,39.5554365754,40.6194811972,39.2634878243,39.9197693144,177151688,0.0,1.0
AAPL,2018-12-18 00:00:00+00:00,166.07,167.53,164.39,165.38,33841518,40.0693628893,40.4216316303,39.6640125572,39.9028797172,135366072,0.0,1.0
AAPL,2018-12-19 00:00:00+00:00,160.89,167.45,159.09,166.0,49047297,38.8195326986,40.4023292335,38.3852287714,40.0524732921,196189188,0.0,1.0
AAPL,2018-12-20 00:00:00+00:00,156.83,162.11,155.3,160.4,64772960,37.8399360627,39.1138942493,37.4707777245,38.7013055184,259091840,0.0,1.0
AAPL,2018-12-21 00:00:00+00:00,150.73,158.16,149.63,156.86,95744384,36.3681283092,38.1608384089,36.1027203536,37.8471744615,382977536,0.0,1.0
AAPL,2018-12-24 00:00:00+00:00,146.83,151.55,146.59,148.15,37169232,35.4271364668,36.565977876,35.3692292765,35.7456260134,148676928,0.0,1.0
AAPL,2018-12-26 00:00:00+00:00,157.17,157.23,146.72,148.3,58582544,37.9219712489,37.9364480465,35.4005956712,35.7818180074,234330176,0.0,1.0
AAPL,2018-12-27 00:00:00+00:00,156.15,156.77,150.07,155.84,53117065,37.6758656902,37.8254592651,36.2088835358,37.6010689027,212468260,0.0,1.0
AAPL,2018-12-28 00:00:00+00:00,156.23,158.52,154.55,157.5,42291424,37.6951680869,38.2476991944,37.2898177548,38.0015936356,169165696,0.0,1.0
AAPL,2018-12-31 00:00:00+00:00,157.74,159.36,156.48,158.53,35003466,38.0595008259,38.4503743604,37.7554880768,38.250111994,140013864,0.0,1.0
AAPL,2019-01-02 00:00:00+00:00,157.92,158.85,154.23,154.89,37039737,38.1029312186,38.327321581,37.2126081677,37.3718529411,148158948,0.0,1.0
AAPL,2019-01-03 00:00:00+00:00,142.19,145.72,142.0,143.98,91312195,34.3075974543,35.1593157116,34.2617542619,34.7394885819,365248780,0.0,1.0
AAPL,2019-01-04 00:00:00+00:00,148.26,148.55,143.8,144.53,58607070,35.772166809,35.8421379973,34.6960581892,34.8721925597,234428280,0.0,1.0
AAPL,2019-01-07 00:00:00+00:00,147.93,148.83,145.9,148.7,54777764,35.6925444223,35.9096963859,35.2027461043,35.8783299912,219111056,0.0,1.0
AAPL,2019-01-08 00:00:00+00:00,150.75,151.82,148.52,149.56,41025314,36.3729539084,36.6311234651,35.8348995985,36.0858307564,164101256,0.0,1.0
AAPL,2019-01-09 00:00:00+00:00,153.31,154.53,149.63,151.29,45099081,36.9906306049,37.2849921556,36.1027203536,36.5032450865,180396324,0.0,1.0
AAPL,2019-01-10 00:00:00+00:00,153.8,153.97,150.86,152.5,35780670,37.1088577851,37.1498753782,36.3994947039,36.7951938376,143122680,0.0,1.0
AAPL,2019-01-11 00:00:00+00:00,152.29,153.7,151.51,152.88,27023241,36.7445250461,37.0847297892,36.5563266777,36.8868802223,108092964,0.0,1.0
AAPL,2019-01-14 00:00:00+00:00,150.0,151.27,149.22,150.85,32439186,36.1919939387,36.4984194873,36.0037955702,36.3970819043,129756744,0.0,1.0
AAPL,2019-01-15 00:00:00+00:00,153.07,153.39,150.05,150.27,28710324,36.9327234146,37.0099330017,36.2040579366,36.2571395278,114841296,0.0,1.0
AAPL,2019-01-16 00:00:00+00:00,154.94,155.88,153.0,153.08,30569706,37.383916939,37.6107201011,36.9158338174,36.9351362142,122278824,0.0,1.0
AAPL,2019-01-17 00:00:00+00:00,155.86,157.66,153.26,154.2,29821160,37.6058945019,38.0401984291,36.9785666069,37.205369769,119284640,0.0,1.0
AAPL,2019-01-18 00:00:00+00:00,156.82,157.88,155.98,157.5,33751023,37.8375232631,38.0932800202,37.634848097,38.0015936356,135004092,0.0,1.0
AAPL,2019-01-22 00:00:00+00:00,153.3,156.73,152.62,156.41,30393970,36.9882178053,37.8158080667,36.8241474328,37.7385984796,121575880,0.0,1.0
AAPL,2019-01-23 00:00:00+00:00,153.92,155.14,151.7,154.15,23130570,37.1378113803,37.432172931,36.60216987,37.193305771,92522280,0.0,1.0
AAPL,2019-01-24 00:00:00+00:00,152.7,154.48,151.74,154.11,25441549,36.8434498296,37.2729281576,36.6118210684,37.1836545726,101766196,0.0,1.0
AAPL,2019-01-25 00:00:00+00:00,157.76,158.13,154.32,155.48,33547893,38.0643264251,38.1536000101,37.2343233641,37.5142081172,134191572,0.0,1.0
AAPL,2019-01-28 00:00:00+00:00,156.3,156.33,153.66,155.79,26192058,37.7120576841,37.7192960829,37.0750785908,37.5890049047,104768232,0.0,1.0
AAPL,2019-01-29 00:00:00+00:00,154.68,158.13,154.11,156.25,41587239,37.3211841496,38.1536000101,37.1836545726,37.6999936861,166348956,0.0,1.0
AAPL,2019-01-30 00:00:00+00:00,165.25,166.15,160.23,163.25,61109780,39.8715133224,40.0886652861,38.6602879253,39.3889534033,244439120,0.0,1.0
AAPL,2019-01-31 00:00:00+00:00,166.44,169.0,164.56,166.11,40739649,40.1586364743,40.7763131709,39.7050301503,40.0790140877,162958596,0.0,1.0
AAPL,2019-02-01 00:00:00+00:00,166.52,168.98,165.93,166.96,32668138,40.1779388711,40.7714875717,40.035583695,40.2841020533,130672552,0.0,1.0
AAPL,2019-02-04 00:00:00+00:00,171.25,171.66,167.28,167.41,31495582,41.31919308,41.4181178634,40.3613116404,40.3926780351,125982328,0.0,1.0
AAPL,2019-02-05 00:00:00+00:00,174.18,175.08,172.35,172.86,36101628,42.0261433616,42.2432953252,41.5846010355,41.7076538149,144406512,0.0,1.0
AAPL,2019-02-06 00:00:00+00:00,174.24,175.57,172.85,174.65,28239591,42.0406201592,42.3615225054,41.7052410153,42.1395449426,112958364,0.0,1.0
AAPL,2019-02-07 00:00:00+00:00,170.94,173.94,170.34,172.4,31741690,41.2443962925,41.9682361713,41.0996283168,41.5966650335,126966760,0.0,1.0
AAPL,2019-02-08 00:00:00+00:00,170.41,170.66,168.42,168.99,23819966,41.2926522844,41.3532306723,40.8104483173,40.9485670415,95279864,0.73,1.0
AAPL,2019-02-11 00:00:00+00:00,169.43,171.21,169.25,171.05,20993425,41.0551850041,41.4865031255,41.0115685649,41.4477329573,83973700,0.0,1.0
AAPL,2019-02-12 00:00:00+00:00,170.89,171.0,169.7,170.1,22283523,41.4089627891,41.4356172797,41.120609663,41.2175350835,89134092,0.0,1.0
AAPL,2019-02-13 00:00:00+00:00,170.18,172.48,169.92,171.39,22490233,41.2369201676,41.7942413357,41.1739186443,41.5301195647,89960932,0.0,1.0
AAPL,2019-02-14 00:00:00+00:00,170.8,171.26,169.38,169.71,21835747,41.3871545694,41.4986188031,41.0430693265,41.1230327985,87342988,0.0,1.0
AAPL,2019-02-15 00:00:00+00:00,170.42,171.7,169.75,171.25,24626814,41.2950754199,41.6052367657,41.1327253405,41.4961956676,98507256,0.0,1.0
AAPL,2019-02-19 00:00:00+00:00,170.93,171.44,169.49,169.71,18972826,41.4186553311,41.5422352423,41.0697238172,41.1230327985,75891304,0.0,1.0
AAPL,2019-02-20 00:00:00+00:00,172.03,173.32,170.99,171.19,26114362,41.6852002376,41.9977847188,41.4331941442,41.4816568545,104457448,0.0,1.0
AAPL,2019-02-21 00:00:00+00:00,171.06,172.37,170.3,171.8,17249670,41.4501560928,41.7675868451,41.2659977938,41.6294681208,68998680,0.0,1.0
AAPL,2019-02-22 00:00:00+00:00,172.97,173.0,171.38,171.58,18913154,41.9129749759,41.9202443824,41.5276964292,41.5761591395,75652616,0.0,1.0
AAPL,2019-02-25 00:00:00+00:00,174.23,175.87,173.95,174.16,21873358,42.2182900506,42.6156842748,42.1504422562,42.201328102,87493432,0.0,1.0
AAPL,2019-02-26 00:00:00+00:00,174.33,175.3,173.17,173.71,17070211,42.2425214057,42.4775655505,41.9614376861,42.0922870039,68280844,0.0,1.0
AAPL,2019-02-27 00:00:00+00:00,174.87,175.0,172.73,173.21,27835389,42.3733707234,42.4048714851,41.8548197235,41.9711302282,111341556,0.0,1.0
AAPL,2019-02-28 00:00:00+00:00,173.15,174.91,172.92,174.32,28215416,41.9565914151,42.3830632655,41.9008592983,42.2400982702,112861664,0.0,1.0
AAPL,2019-03-01 00:00:00+00:00,174.97,175.15,172.89,174.28,25886167,42.3976020786,42.4412185178,41.8935898918,42.2304057281,103544668,0.0,1.0
AAPL,2019-03-04 00:00:00+00:00,175.85,177.75,173.97,175.69,27436203,42.6108380037,43.0712337513,42.1552885272,42.5720678355,109744812,0.0,1.0
AAPL,2019-03-05 00:00:00+00:00,175.53,176.0,174.54,175.94,19737419,42.5332976673,42.6471850364,42.2934072515,42.6326462234,78949676,0.0,1.0
AAPL,2019-03-06 00:00:00+00:00,174.52,175.49,173.94,174.67,20810384,42.2885609804,42.5236051252,42.1480191207,42.3249080131,83241536,0.0,1.0
AAPL,2019-03-07 00:00:00+00:00,172.5,174.44,172.02,173.87,24796374,41.7990876067,42.2691758963,41.6827771021,42.1310571721,99185496,0.0,1.0
AAPL,2019-03-08 00:00:00+00:00,172.91,173.07,169.5,170.32,23999358,41.8984361628,41.937206331,41.0721469527,41.2708440648,95997432,0.0,1.0
AAPL,2019-03-11 00:00:00+00:00,178.9,179.12,175.35,175.49,32011034,43.3498943353,43.4032033166,42.4896812281,42.5236051252,128044136,0.0,1.0
AAPL,2019-03-12 00:00:00+00:00,180.91,182.67,179.37,180.0,32467584,43.8369445735,44.2634164239,43.4637817045,43.6164392418,129870336,0.0,1.0
AAPL,2019-03-13 00:00:00+00:00,181.71,183.3,180.92,182.25,31032524,44.0307954146,44.4160739612,43.839367709,44.1616447323,124130096,0.0,1.0
AAPL,2019-03-14 00:00:00+00:00,183.73,184.1,182.56,183.9,23579508,44.5202687883,44.6099248023,44.2367619332,44.561462092,94318032,0.0,1.0
AAPL,2019-03-15 00:00:00+00:00,186.12,187.33,183.74,184.85,39042912,45.099398176,45.3925975732,44.5226919238,44.7916599658,156171648,0.0,1.0
AAPL,2019-03-18 00:00:00+00:00,188.02,188.39,185.79,185.8,26219832,45.5597939236,45.6494499376,45.0194347041,45.0218578396,104879328,0.0,1.0
AAPL,2019-03-19 00:00:00+00:00,186.53,188.99,185.92,188.35,31646369,45.1987467321,45.7948380684,45.0509354658,45.6397573955,126585476,0.0,1.0
AAPL,2019-03-20 00:00:00+00:00,188.16,189.49,184.73,186.23,31035231,45.5937178208,45.9159948441,44.7625823397,45.1260526667,124140924,0.0,1.0
AAPL,2019-03-21 00:00:00+00:00,195.09,196.33,189.81,190.02,51034237,47.2729507316,47.5734195352,45.9935351805,46.0444210263,204136948,0.0,1.0
AAPL,2019-03-22 00:00:00+00:00,191.05,197.69,190.78,195.34,42407666,46.2940039842,47.9029659651,46.2285793253,47.3335291194,169630664,0.0,1.0
AAPL,2019-03-25 00:00:00+00:00,188.74,191.98,186.6,191.51,43845293,45.7342596805,46.5193555869,45.2157086807,46.4054682178,175381172,0.0,1.0
AAPL,2019-03-26 00:00:00+00:00,186.79,192.88,184.58,191.66,49800538,45.2617482554,46.7374377831,44.726235307,46.4418152505,199202152,0.0,1.0
AAPL,2019-03-27 00:00:00+00:00,188.47,189.76,186.55,188.75,29848427,45.6688350217,45.9814195029,45.2035930031,45.7366828161,119393708,0.0,1.0
AAPL,2019-03-28 00:00:00+00:00,188.72,189.56,187.53,188.95,20780363,45.7294134095,45.9329567927,45.4410602834,45.7851455263,83121452,0.0,1.0
AAPL,2019-03-29 00:00:00+00:00,189.95,190.08,188.54,189.83,23563961,46.0274590777,46.0589598393,45.6857969703,45.9983814515,94255844,0.0,1.0
AAPL,2019-04-01 00:00:00+00:00,191.24,191.68,188.38,191.64,27861964,46.3400435589,46.4466615215,45.6470268021,46.4369689794,111447856,0.0,1.0
AAPL,2019-04-02 00:00:00+00:00,194.02,194.46,191.05,191.09,22765732,47.0136752316,47.1202931942,46.2940039842,46.3036965262,91062928,0.0,1.0
AAPL,2019-04-03 00:00:00+00:00,195.35,196.5,193.15,193.25,23271830,47.3359522549,47.614612839,46.802862442,46.8270937971,93087320,0.0,1.0
AAPL,2019-04-04 00:00:00+00:00,195.69,196.37,193.14,194.79,19114275,47.4183388624,47.5831120773,46.8004393065,47.2002566662,76457100,0.0,1.0
AAPL,2019-04-05 00:00:00+00:00,197.0,197.1,195.93,196.45,18526644,47.7357696146,47.7600009698,47.4764941147,47.6024971614,74106576,0.0,1.0
AAPL,2019-04-08 00:00:00+00:00,200.1,200.23,196.34,196.42,25881697,48.4869416238,48.5184423855,47.5758426708,47.5952277549,103526788,0.0,1.0
AAPL,2019-04-09 00:00:00+00:00,199.5,202.85,199.23,200.32,35768237,48.341553493,49.15330389,48.2761288341,48.5402506051,143072948,0.0,1.0
AAPL,2019-04-10 00:00:00+00:00,200.62,200.74,198.18,198.68,21695288,48.6129446705,48.6420222967,48.0216996052,48.1428563809,86781152,0.0,1.0
AAPL,2019-04-11 00:00:00+00:00,198.95,201.0,198.44,200.85,20900808,48.2082810398,48.70502382,48.0847011286,48.6686767873,83603232,0.0,1.0
AAPL,2019-04-12 00:00:00+00:00,198.87,200.14,196.21,199.2,27760668,48.1888959557,48.4966341659,47.5443419091,48.2688594276,111042672,0.0,1.0
