date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2018-01-04 00:00:00+00:00,87.11,87.66,86.57,86.59,21145985,82.0144680344,82.5322955791,81.5060555359,81.5248856285,21145985,0.0,1.0
2018-01-05 00:00:00+00:00,88.19,88.41,87.43,87.66,22526563,83.0312930312,83.2384240491,82.3157495149,82.5322955791,22526563,0.0,1.0
2018-01-08 00:00:00+00:00,88.28,88.58,87.6,88.2,20293930,83.1160284476,83.3984798357,82.4758053015,83.0407080775,20293930,0.0,1.0
2018-01-09 00:00:00+00:00,88.22,88.73,87.86,88.65,19390427,83.05953817,83.5397055297,82.7205965044,83.4643851595,19390427,0.0,1.0
2018-01-10 00:00:00+00:00,87.82,88.19,87.41,87.86,18129153,82.6829363194,83.0312930312,82.2969194224,82.7205965044,18129153,0.0,1.0
2018-01-11 00:00:00+00:00,88.08,88.13,87.24,88.13,16529868,82.9277275223,82.9748027536,82.1368636358,82.9748027536,16529868,0.0,1.0
2018-01-12 00:00:00+00:00,89.6,89.78,88.45,88.67,24000439,84.3588145549,84.5282853877,83.2760842342,83.4832152521,24000439,0.0,1.0
2018-01-16 00:00:00+00:00,88.35,90.79,88.01,90.1,35945428,83.1819337715,85.4792050607,82.8618221984,84.8295668683,35945428,0.0,1.0
2018-01-17 00:00:00+00:00,90.14,90.28,88.75,89.08,24659472,84.8672270534,84.9990377011,83.5585356222,83.869232149,24659472,0.0,1.0
2018-01-18 00:00:00+00:00,90.1,90.67,89.66,89.8,22931303,84.8295668683,85.3662245055,84.4153048325,84.5471154803,22931303,0.0,1.0
2018-01-19 00:00:00+00:00,90.0,90.61,89.66,90.14,34896964,84.7354164056,85.3097342279,84.4153048325,84.8672270534,34896964,0.0,1.0
2018-01-22 00:00:00+00:00,91.61,91.62,89.74,90.0,23190700,86.2512388547,86.2606539009,84.4906252027,84.7354164056,23190700,0.0,1.0
2018-01-23 00:00:00+00:00,91.9,92.3,91.54,91.9,22283365,86.5242751964,86.9008770471,86.1853335308,86.5242751964,22283365,0.0,1.0
2018-01-24 00:00:00+00:00,91.82,93.43,91.58,92.55,32107765,86.4489548263,87.9647772753,86.2229937159,87.1362532038,32107765,0.0,1.0
2018-01-25 00:00:00+00:00,92.33,93.24,91.93,92.47,23983094,86.9291221859,87.7858913962,86.5525203352,87.0609328336,23983094,0.0,1.0
2018-01-26 00:00:00+00:00,94.06,94.06,92.58,93.12,26348999,88.5579251901,88.5579251901,87.1644983426,87.672910841,26348999,0.0,1.0
2018-01-29 00:00:00+00:00,93.92,95.45,93.72,95.14,30409620,88.4261145424,89.8666166213,88.2378136171,89.574750187,30409620,0.0,1.0
2018-01-30 00:00:00+00:00,92.74,93.66,92.1,93.3,34153798,87.3151390829,88.1813233395,86.7125761218,87.8423816738,34153798,0.0,1.0
2018-01-31 00:00:00+00:00,95.01,95.4,93.51,93.75,44284284,89.4523545855,89.81954139,88.0400976454,88.2660587559,44284284,0.0,1.0
2018-02-01 00:00:00+00:00,94.26,96.07,93.58,94.79,46645657,88.7462261155,90.4503494899,88.1060029693,89.2452235677,46645657,0.0,1.0
2018-02-02 00:00:00+00:00,91.78,93.97,91.5,93.64,47076959,86.4112946412,88.4731897737,86.1476733457,88.1624932469,47076959,0.0,1.0
2018-02-05 00:00:00+00:00,88.0,93.24,88.0,90.56,42253469,82.8524071522,87.7858913962,82.8524071522,85.2626589966,42253469,0.0,1.0
2018-02-06 00:00:00+00:00,91.33,91.48,85.25,86.89,66157030,85.9876175592,86.1288432532,80.2632694287,81.8073370165,66157030,0.0,1.0
2018-02-07 00:00:00+00:00,89.61,91.77,89.2,90.49,40340551,84.3682296012,86.4018795949,83.9822127042,85.1967536727,40340551,0.0,1.0
2018-02-08 00:00:00+00:00,85.01,89.88,84.76,89.71,47485202,80.0373083182,84.6224358504,79.8019321616,84.4623800639,47485202,0.0,1.0
2018-02-09 00:00:00+00:00,88.18,88.93,83.83,86.3,57408480,83.021877985,83.728006455,78.9263328587,81.2518492867,57408480,0.0,1.0
2018-02-12 00:00:00+00:00,89.13,89.78,87.93,88.74,35501368,83.9163073804,84.5282853877,82.7865018283,83.5491205759,35501368,0.0,1.0
2018-02-13 00:00:00+00:00,89.83,90.0,87.8,88.93,26200053,84.5753606191,84.7354164056,82.6641062268,83.728006455,26200053,0.0,1.0
2018-02-14 00:00:00+00:00,90.81,90.99,88.41,88.51,34314101,85.8934670965,86.0637217389,83.6234051977,83.7179911101,34314101,0.42,1.0
2018-02-15 00:00:00+00:00,92.66,92.72,90.62,91.21,27407914,87.6433064768,87.7000580243,85.7137538628,86.2718107463,27407914,0.0,1.0
2018-02-16 00:00:00+00:00,92.0,93.5,91.8,92.45,30188535,87.0190394547,88.4378281414,86.8298676298,87.4446760607,30188535,0.0,1.0
2018-02-20 00:00:00+00:00,92.72,93.06,91.01,91.48,30107057,87.7000580243,88.0216501266,86.0826389214,86.5271927099,30107057,0.0,1.0
2018-02-21 00:00:00+00:00,91.49,93.36,91.49,92.98,26081953,86.5366513012,88.305407864,86.5366513012,87.9459813967,26081953,0.0,1.0
2018-02-22 00:00:00+00:00,91.73,92.73,91.36,92.05,22723756,86.763657491,87.7095166156,86.413689615,87.0663324109,22723756,0.0,1.0
2018-02-23 00:00:00+00:00,94.06,94.07,92.36,93.6,25779955,88.9675092511,88.9769678424,87.3595487395,88.5324140539,25779955,0.0,1.0
2018-02-26 00:00:00+00:00,95.42,95.45,94.25,94.4,29760276,90.2538776605,90.2822534342,89.1472224848,89.2891013535,29760276,0.0,1.0
2018-02-27 00:00:00+00:00,94.2,95.84,94.2,95.74,25540755,89.0999295286,90.6511384928,89.0999295286,90.5565525803,25540755,0.0,1.0
2018-02-28 00:00:00+00:00,93.77,95.71,93.63,94.84,29314525,88.693210105,90.5281768066,88.5607898276,89.7052793683,29314525,0.0,1.0
2018-03-01 00:00:00+00:00,92.85,94.57,91.84,93.99,37135561,87.8230197105,89.4498974046,86.8677019947,88.9012991124,37135561,0.0,1.0
2018-03-02 00:00:00+00:00,93.05,93.15,90.86,91.58,32830389,88.0121915354,88.1067774478,85.9407600527,86.6217786224,32830389,0.0,1.0
2018-03-05 00:00:00+00:00,93.64,94.27,92.26,92.34,23901578,88.5702484189,89.1661396673,87.264962827,87.340631557,23901578,0.0,1.0
2018-03-06 00:00:00+00:00,93.32,94.49,92.94,94.34,22175776,88.267573499,89.3742286747,87.9081470317,89.232349806,22175776,0.0,1.0
2018-03-07 00:00:00+00:00,93.86,93.94,92.43,93.16,26716127,88.7783374262,88.8540061562,87.4257588782,88.1162360391,26716127,0.0,1.0
2018-03-08 00:00:00+00:00,94.43,95.1,93.77,94.27,24861307,89.3174771272,89.9512027406,88.693210105,89.1661396673,24861307,0.0,1.0
2018-03-09 00:00:00+00:00,96.54,96.54,95.0,95.29,36145524,91.3132398799,91.3132398799,89.8566168282,90.1309159743,36145524,0.0,1.0
2018-03-12 00:00:00+00:00,96.77,97.21,96.04,96.5,25333720,91.5307874786,91.9469654933,90.8403103177,91.2754055149,25333720,0.0,1.0
2018-03-13 00:00:00+00:00,94.41,97.24,93.97,97.0,34445391,89.2985599447,91.9753412671,88.8823819299,91.7483350772,34445391,0.0,1.0
2018-03-14 00:00:00+00:00,93.85,95.41,93.5,95.12,31576898,88.768878835,90.2444190692,88.4378281414,89.9701199231,31576898,0.0,1.0
2018-03-15 00:00:00+00:00,94.18,94.58,92.83,93.53,26279014,89.0810123461,89.4593559959,87.804102528,88.4662039152,26279014,0.0,1.0
2018-03-16 00:00:00+00:00,94.6,95.38,93.92,94.68,47329521,89.4782731784,90.2160432955,88.8350889737,89.5539419083,47329521,0.0,1.0
2018-03-19 00:00:00+00:00,92.89,93.9,92.11,93.74,31752589,87.8608540755,88.8161717912,87.1230839584,88.6648343313,31752589,0.0,1.0
2018-03-20 00:00:00+00:00,93.13,93.77,93.0,93.05,21787780,88.0878602654,88.693210105,87.9648985792,88.0121915354,21787780,0.0,1.0
2018-03-21 00:00:00+00:00,92.48,94.05,92.21,92.93,23753263,87.4730518344,88.9580506599,87.2176698708,87.8986884405,23753263,0.0,1.0
2018-03-22 00:00:00+00:00,89.79,91.75,89.66,91.27,37578166,84.9286907895,86.7825746735,84.8057291033,86.3285622938,37578166,0.0,1.0
2018-03-23 00:00:00+00:00,87.18,90.46,87.08,89.5,42159397,82.4599984745,85.5624164029,82.3654125621,84.6543916434,42159397,0.0,1.0
2018-03-26 00:00:00+00:00,93.78,94.0,90.4,90.61,55031149,88.7026686963,88.9107577037,85.5056648555,85.7042952716,55031149,0.0,1.0
2018-03-27 00:00:00+00:00,89.47,95.14,88.51,94.94,53704562,84.6260158697,89.9890371056,83.7179911101,89.7998652807,53704562,0.0,1.0
2018-03-28 00:00:00+00:00,89.39,91.23,88.87,89.82,52501146,84.5503471397,86.2907279288,84.058500395,84.9570665632,52501146,0.0,1.0
2018-03-29 00:00:00+00:00,91.27,92.29,88.4,90.18,45867548,86.3285622938,87.2933386008,83.6139466064,85.2975758481,45867548,0.0,1.0
2018-04-02 00:00:00+00:00,88.52,90.88,87.51,90.47,48515417,83.7274497014,85.9596772352,82.7721319856,85.5718749942,48515417,0.0,1.0
2018-04-03 00:00:00+00:00,89.71,90.05,87.89,89.58,37213837,84.8530220595,85.1746141619,83.1315584529,84.7300603734,37213837,0.0,1.0
2018-04-04 00:00:00+00:00,92.33,92.76,87.73,87.85,35559956,87.3311729657,87.7378923893,82.980220993,83.093724088,35559956,0.0,1.0
2018-04-05 00:00:00+00:00,92.38,93.07,91.4,92.44,29771881,87.378465922,88.0311087179,86.45152398,87.4352174694,29771881,0.0,1.0
2018-04-06 00:00:00+00:00,90.23,92.46,89.48,91.49,38026000,85.3448688043,87.4541346519,84.6354744609,86.5366513012,38026000,0.0,1.0
2018-04-09 00:00:00+00:00,90.77,93.17,90.62,91.04,31533943,85.8556327315,88.1256946303,85.7137538628,86.1110146951,31533943,0.0,1.0
2018-04-10 00:00:00+00:00,92.88,93.28,91.64,92.39,26939883,87.8513954842,88.229739134,86.6785301698,87.3879245132,26939883,0.0,1.0
2018-04-11 00:00:00+00:00,91.86,93.29,91.48,92.01,24872110,86.8866191772,88.2391977253,86.5271927099,87.0284980459,24872110,0.0,1.0
2018-04-12 00:00:00+00:00,93.58,94.16,92.43,92.43,26758879,88.5134968714,89.0620951636,87.4257588782,87.4257588782,26758879,0.0,1.0
2018-04-13 00:00:00+00:00,93.08,94.18,92.44,94.05,23346063,88.0405673091,89.0810123461,87.4352174694,88.9580506599,23346063,0.0,1.0
2018-04-16 00:00:00+00:00,94.17,94.66,93.42,94.07,20288083,89.0715537548,89.5350247259,88.3621594115,88.9769678424,20288083,0.0,1.0
2018-04-17 00:00:00+00:00,96.07,96.54,94.88,95.0,26771000,90.8686860914,91.3132398799,89.7431137332,89.8566168282,26771000,0.0,1.0
2018-04-18 00:00:00+00:00,96.44,96.72,95.52,96.22,21043287,91.2186539675,91.4834945223,90.3484635729,91.0105649601,21043287,0.0,1.0
2018-04-19 00:00:00+00:00,96.11,97.07,95.34,96.44,23552541,90.9065204564,91.8145452159,90.1782089305,91.2186539675,23552541,0.0,1.0
2018-04-20 00:00:00+00:00,95.0,96.11,94.05,95.91,31154377,89.8566168282,90.9065204564,88.9580506599,90.7173486315,31154377,0.0,1.0
2018-04-23 00:00:00+00:00,95.35,96.29,94.63,95.74,22331829,90.1876675218,91.0767750988,89.5066489521,90.5565525803,22331829,0.0,1.0
2018-04-24 00:00:00+00:00,93.12,96.47,92.41,96.24,34524799,88.0784016741,91.2470297412,87.4068416957,91.0294821426,34524799,0.0,1.0
2018-04-25 00:00:00+00:00,92.31,93.3,90.28,93.3,33729257,87.3122557833,88.2486563165,85.3921617605,88.2486563165,33729257,0.0,1.0
2018-04-26 00:00:00+00:00,94.26,95.15,93.1,93.55,42529043,89.156681076,89.9984956969,88.0594844916,88.4851210976,42529043,0.0,1.0
2018-04-27 00:00:00+00:00,95.82,97.9,93.91,97.6,48272780,90.6322213103,92.5996082893,88.8256303825,92.3158505519,48272780,0.0,1.0
2018-04-30 00:00:00+00:00,93.52,96.4,93.15,96.33,41523605,88.4567453239,91.1808196025,88.1067774478,91.1146094638,41523605,0.0,1.0
2018-05-01 00:00:00+00:00,95.0,95.29,92.79,93.21,31408927,89.8566168282,90.1309159743,87.766268163,88.1635289953,31408927,0.0,1.0
2018-05-02 00:00:00+00:00,93.51,95.17,93.19,94.99,27471002,88.4472867327,90.0174128794,88.1446118128,89.8471582369,27471002,0.0,1.0
2018-05-03 00:00:00+00:00,94.07,94.93,92.45,92.96,31142497,88.9769678424,89.7904066895,87.4446760607,87.9270642142,31142497,0.0,1.0
2018-05-04 00:00:00+00:00,95.16,95.37,92.92,93.32,22531325,90.0079542881,90.2065847043,87.8892298492,88.267573499,22531325,0.0,1.0
2018-05-07 00:00:00+00:00,96.22,96.71,95.1,95.17,24242019,91.0105649601,91.4740359311,89.9512027406,90.0174128794,24242019,0.0,1.0
2018-05-08 00:00:00+00:00,95.81,96.16,95.06,95.85,23484589,90.622762719,90.9538134126,89.9133683757,90.660597084,23484589,0.0,1.0
2018-05-09 00:00:00+00:00,96.94,96.97,95.05,96.01,27327410,91.6915835297,91.7199593035,89.9039097844,90.8119345439,27327410,0.0,1.0
2018-05-10 00:00:00+00:00,97.91,97.95,97.05,97.46,22388119,92.6090668805,92.6469012455,91.7956280334,92.1834302745,22388119,0.0,1.0
2018-05-11 00:00:00+00:00,97.7,97.87,97.04,97.8,16778316,92.4104364644,92.5712325155,91.7861694422,92.5050223768,16778316,0.0,1.0
2018-05-14 00:00:00+00:00,98.03,98.69,97.31,97.92,19454124,92.7225699754,93.3468369976,92.0415514058,92.6185254717,19454124,0.0,1.0
2018-05-15 00:00:00+00:00,97.32,97.85,96.34,97.24,24594010,92.051009997,92.552315333,91.124068055,91.9753412671,24594010,0.0,1.0
2018-05-16 00:00:00+00:00,97.15,97.4,96.62,97.36,17384742,92.2874747782,92.5249618466,91.7840021932,92.4869639156,17384742,0.42,1.0
2018-05-17 00:00:00+00:00,96.18,97.54,95.83,96.76,17246716,91.3660249528,92.6579546049,91.033543057,91.9169949515,17246716,0.0,1.0
2018-05-18 00:00:00+00:00,96.36,96.93,96.01,96.01,17865840,91.537015642,92.078486158,91.2045337463,91.2045337463,17865840,0.0,1.0
2018-05-21 00:00:00+00:00,97.6,98.01,96.8,97.0,19422467,92.7149515013,93.1044302934,91.9549928824,92.1449825371,19422467,0.0,1.0
2018-05-22 00:00:00+00:00,97.5,98.17,97.2,97.68,15441189,92.6199566739,93.2564220172,92.3349721918,92.7909473632,15441189,0.0,1.0
2018-05-23 00:00:00+00:00,98.66,98.73,96.32,96.71,21251222,93.7218966713,93.7883930504,91.4990177111,91.8694975378,21251222,0.0,1.0
2018-05-24 00:00:00+00:00,98.31,98.94,96.81,98.73,26649287,93.3894147755,93.9878821879,91.9644923652,93.7883930504,26649287,0.0,1.0
2018-05-25 00:00:00+00:00,98.36,98.98,97.86,98.3,18363918,93.4369121892,94.0258801188,92.9619380524,93.3799152928,18363918,0.0,1.0
2018-05-29 00:00:00+00:00,98.01,98.88,97.23,97.84,28670981,93.1044302934,93.9308852915,92.3634706401,92.9429390869,28670981,0.0,1.0
2018-05-30 00:00:00+00:00,98.95,99.25,97.91,98.31,22158528,93.9973816706,94.2823661527,93.0094354661,93.3894147755,22158528,0.0,1.0
2018-05-31 00:00:00+00:00,98.84,99.99,98.61,99.29,34140891,93.8928873605,94.9853278751,93.6743992576,94.3203640836,34140891,0.0,1.0
2018-06-01 00:00:00+00:00,100.79,100.86,99.17,99.28,28655624,95.745286494,95.8117828731,94.2063702908,94.3108646009,28655624,0.0,1.0
2018-06-04 00:00:00+00:00,101.67,101.86,100.85,101.26,27281623,96.5812409747,96.7617311467,95.8022833904,96.1917621826,27281623,0.0,1.0
2018-06-05 00:00:00+00:00,102.19,102.33,101.53,102.0,23514402,97.075214077,97.2082068353,96.4482482164,96.894723905,23514402,0.0,1.0
2018-06-06 00:00:00+00:00,102.49,102.6,101.9,102.48,21122917,97.3601985591,97.4646928692,96.7997290777,97.3506990763,21122917,0.0,1.0
2018-06-07 00:00:00+00:00,100.88,102.69,100.38,102.65,28232197,95.8307818386,97.5501882138,95.3558077018,97.5121902829,28232197,0.0,1.0
2018-06-08 00:00:00+00:00,101.63,101.95,100.54,101.09,22165128,96.5432430438,96.8472264913,95.5077994256,96.0302709761,22165128,0.0,1.0
2018-06-11 00:00:00+00:00,101.05,101.59,100.67,101.01,23490894,95.9922730451,96.5052451129,95.6312927012,95.9542751142,23490894,0.0,1.0
2018-06-12 00:00:00+00:00,101.31,101.45,100.75,101.1,18325228,96.2392595963,96.3722523546,95.7072885631,96.0397704588,18325228,0.0,1.0
2018-06-13 00:00:00+00:00,100.85,102.01,100.56,101.72,29492875,95.8022833904,96.9042233878,95.5267983911,96.6287383884,29492875,0.0,1.0
2018-06-14 00:00:00+00:00,101.42,102.03,101.0,101.65,25691811,96.3437539063,96.9232223532,95.9447756314,96.5622420093,25691811,0.0,1.0
2018-06-15 00:00:00+00:00,100.13,101.53,100.07,101.51,65738585,95.1183206334,96.4482482164,95.061323737,96.429249251,65738585,0.0,1.0
2018-06-18 00:00:00+00:00,100.86,101.11,99.42,100.01,23586037,95.8117828731,96.0492699415,94.4438573592,95.0043268406,23586037,0.0,1.0
2018-06-19 00:00:00+00:00,100.86,101.0,99.5,99.65,28653087,95.8117828731,95.9447756314,94.5198532211,94.6623454621,28653087,0.0,1.0
2018-06-20 00:00:00+00:00,101.87,102.52,101.12,101.37,26180792,96.7712306295,97.3886970073,96.0587694243,96.2962564927,26180792,0.0,1.0
2018-06-21 00:00:00+00:00,101.14,102.46,100.88,102.08,23198188,96.0777683897,97.3317001109,95.8307818386,96.9707197669,23198188,0.0,1.0
2018-06-22 00:00:00+00:00,100.41,100.77,99.63,100.41,38923105,95.38430615,95.7262875285,94.6433464966,95.38430615,38923105,0.0,1.0
2018-06-25 00:00:00+00:00,98.39,100.11,97.3,100.0,35433333,93.4654106374,95.099321668,92.4299670192,94.9948273579,35433333,0.0,1.0
2018-06-26 00:00:00+00:00,99.08,100.08,98.75,98.82,26897244,94.1208749462,95.0708232198,93.8073920159,93.873888395,26897244,0.0,1.0
2018-06-27 00:00:00+00:00,97.54,100.02,97.4,99.58,31298386,92.6579546049,95.0138263233,92.5249618466,94.595849083,31298386,0.0,1.0
2018-06-28 00:00:00+00:00,98.63,99.11,97.26,97.38,26650671,93.6933982231,94.1493733944,92.3919690883,92.5059628811,26650671,0.0,1.0
2018-06-29 00:00:00+00:00,98.61,99.91,98.33,98.93,28053214,93.6743992576,94.9093320132,93.408413741,93.9783827051,28053214,0.0,1.0
2018-07-02 00:00:00+00:00,100.01,100.06,98.0,98.1,19564521,95.0043268406,95.0518242543,93.0949308107,93.1899256381,19564521,0.0,1.0
2018-07-03 00:00:00+00:00,99.05,100.63,98.94,100.48,14670275,94.092376498,95.5932947702,93.9878821879,95.4508025292,14670275,0.0,1.0
2018-07-05 00:00:00+00:00,99.76,99.92,99.03,99.5,18977402,94.7668397722,94.918831496,94.0733775325,94.5198532211,18977402,0.0,1.0
2018-07-06 00:00:00+00:00,101.16,101.43,99.67,99.89,19234627,96.0967673552,96.3532533891,94.6813444276,94.8903330478,19234627,0.0,1.0
2018-07-09 00:00:00+00:00,101.85,102.25,101.25,101.65,18211980,96.752231664,97.1322109734,96.1822626998,96.5622420093,18211980,0.0,1.0
2018-07-10 00:00:00+00:00,102.12,102.51,101.86,102.0,19293140,97.0087176979,97.3791975245,96.7617311467,96.894723905,19293140,0.0,1.0
2018-07-11 00:00:00+00:00,101.98,102.34,101.1,101.15,19644648,96.8757249396,97.217706318,96.0397704588,96.0872678725,19644648,0.0,1.0
2018-07-12 00:00:00+00:00,104.19,104.41,102.73,102.77,24335929,98.9751106242,99.1840992443,97.5881861447,97.6261840757,24335929,0.0,1.0
2018-07-13 00:00:00+00:00,105.43,105.6,104.09,104.37,24653500,100.1530464834,100.3145376899,98.8801157968,99.1461013134,24653500,0.0,1.0
2018-07-16 00:00:00+00:00,104.91,105.82,104.52,105.4,21786912,99.6590733811,100.5235263101,99.2885935544,100.1245480352,21786912,0.0,1.0
2018-07-17 00:00:00+00:00,105.95,106.5,104.32,104.61,25901726,100.6470195857,101.1694911361,99.0986038997,99.3740888991,25901726,0.0,1.0
2018-07-18 00:00:00+00:00,105.12,106.05,104.72,105.94,29493927,99.8585625186,100.742014413,99.4785832092,100.6375201029,29493927,0.0,1.0
2018-07-19 00:00:00+00:00,104.4,105.31,103.89,104.93,40171646,99.1745997616,100.0390526906,98.6901261421,99.6780723466,40171646,0.0,1.0
2018-07-20 00:00:00+00:00,106.27,108.2,106.08,108.08,56038827,100.9510030332,102.7844032012,100.7705128612,102.6704094084,56038827,0.0,1.0
2018-07-23 00:00:00+00:00,107.97,108.14,106.13,106.3,29706955,102.5659150983,102.7274063048,100.8180102749,100.9795014814,29706955,0.0,1.0
2018-07-24 00:00:00+00:00,107.66,108.82,107.26,108.57,26316619,102.2714311335,103.3733711308,101.891451824,103.1358840624,26316619,0.0,1.0
2018-07-25 00:00:00+00:00,110.83,111.15,107.6,107.96,30798058,105.2827671607,105.5867506083,102.2144342371,102.5564156156,30798058,0.0,1.0
2018-07-26 00:00:00+00:00,109.62,111.0,109.5,110.74,31372110,104.1333297497,105.4442583672,104.0193359569,105.1972718161,31372110,0.0,1.0
2018-07-27 00:00:00+00:00,107.68,110.18,106.14,110.18,37005292,102.290430099,104.6653007829,100.8275097576,104.6653007829,37005292,0.0,1.0
2018-07-30 00:00:00+00:00,105.37,107.53,104.76,107.19,34668327,100.096049587,102.1479378579,99.5165811401,101.8249554449,34668327,0.0,1.0
2018-07-31 00:00:00+00:00,106.08,106.72,105.38,106.49,27655152,100.7705128612,101.3784797563,100.1055490697,101.1599916534,27655152,0.0,1.0
2018-08-01 00:00:00+00:00,106.28,106.45,105.42,106.03,23628699,100.9605025159,101.1219937224,100.1435470007,100.7230154475,23628699,0.0,1.0
2018-08-02 00:00:00+00:00,107.57,108.09,104.84,105.4,26104258,102.1859357889,102.6799088911,99.592577002,100.1245480352,26104258,0.0,1.0
2018-08-03 00:00:00+00:00,108.04,108.05,106.82,107.8,18659599,102.6324114774,102.6419109602,101.4734745837,102.4044238918,18659599,0.0,1.0
2018-08-06 00:00:00+00:00,108.13,108.42,107.56,108.12,20265947,102.7179068221,102.9933918214,102.1764363061,102.7084073393,20265947,0.0,1.0
2018-08-07 00:00:00+00:00,108.88,109.1,108.17,108.56,16080214,103.4303680272,103.6393566474,102.755904753,103.1263845797,16080214,0.0,1.0
2018-08-08 00:00:00+00:00,109.49,109.75,108.76,109.33,15487502,104.0098364741,104.2568230253,103.3163742344,103.8578447504,15487502,0.0,1.0
2018-08-09 00:00:00+00:00,109.67,110.16,109.6,109.71,13677211,104.1808271634,104.6463018174,104.1143307842,104.2188250943,13677211,0.0,1.0
2018-08-10 00:00:00+00:00,109.0,109.69,108.38,109.42,18183724,103.5443618201,104.1998261288,102.9553938905,103.943340095,18183724,0.0,1.0
2018-08-13 00:00:00+00:00,108.21,109.58,108.1,109.24,18474884,102.7939026839,104.0953318187,102.6894083739,103.7723494057,18474884,0.0,1.0
2018-08-14 00:00:00+00:00,109.56,109.75,108.04,108.56,16788314,104.0763328533,104.2568230253,102.6324114774,103.1263845797,16788314,0.0,1.0
2018-08-15 00:00:00+00:00,107.66,108.99,106.82,108.49,29982806,102.6704094084,103.9387694726,101.8693398941,103.4619423808,29982806,0.42,1.0
2018-08-16 00:00:00+00:00,107.64,108.86,107.3,108.3,21384289,102.6513363247,103.8147944287,102.3270939023,103.2807480859,21384289,0.0,1.0
2018-08-17 00:00:00+00:00,107.58,107.9,106.69,107.36,18061512,102.5941170737,102.8992864125,101.7453648503,102.3843131533,18061512,0.0,1.0
2018-08-20 00:00:00+00:00,106.87,107.9,106.48,107.51,17914201,101.9170226033,102.8992864125,101.5450974717,102.5273612808,17914201,0.0,1.0
2018-08-21 00:00:00+00:00,105.98,107.35,105.85,106.92,22881861,101.0682703799,102.3747766115,100.944295336,101.9647053125,22881861,0.0,1.0
2018-08-22 00:00:00+00:00,107.06,107.34,105.78,105.85,18000639,102.0982168982,102.3652400696,100.8775395432,100.944295336,18000639,0.0,1.0
2018-08-23 00:00:00+00:00,107.56,108.18,106.87,107.15,18167723,102.57504399,103.1663095839,101.9170226033,102.1840457747,18167723,0.0,1.0
2018-08-24 00:00:00+00:00,108.4,108.56,107.56,107.67,17234020,103.3761135043,103.5286981736,102.57504399,102.6799459502,17234020,0.0,1.0
2018-08-27 00:00:00+00:00,109.6,109.64,108.51,109.27,19662331,104.5204985246,104.5586446919,103.4810154645,104.205792644,19662331,0.0,1.0
